userID0,userID1,creationTocreation,creationTocontribution,creationTosharing,contributionTocreation,contributionTocontribution,contributionTosharing,sharingTocreation,sharingTocontribution,sharingTosharing
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_4UYzH2dOA72aY5tEchbGDg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015619186451658607,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_DWKVMGIghRWfeKP3ZDuyOg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007493311422877014
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_FQcXC4SaV3eoNkIQDprs8Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006568002281710504
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_IdwthJZBvDFusOio9zKh8Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0016400798922404651,0.0,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_NUKtxXRjdd2KVaOyFea02Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009734642226248981,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_YECpIN6Wf31c9_uuBEfhQA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007665602606721222
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_akvJXN2XTN2LgwQ5dyN8-w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001495933742262423
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_bi-ts9pxCacRWJ5YElmqUQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0008968922775238752,0.0,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_d0VG42GZkTSx73afRcJvFg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003161644854117185
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_mlzZw0iYHR9X3Um-lkfK1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0036461809650063523,0.0,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_r5eOB-3g_2NwtsiZv-GwFw,0.0,0.0,0.0,0.0,0.0,0.0,0.0010607574367895722,0.0,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_rD1m5it6FkbNJA3tDtrDGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0006743559497408569,0.0,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_rYfYC5fVjAXW0tDvNB7t1Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0006006673793308438,0.0,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_tU6NT22sRhjqJbqHRRqMOg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009018886485137043
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_ttV2shkYetHFN2npkvnCEw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005717852618545294
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_uBDmalTcYEGIM8Ap0JvXDw,0.0,0.0,0.0,0.0,0.0,0.0,0.0009916727431118488,0.0,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_xEHHH8r-dicIwU_4t_zlyg,0.0,0.0,0.0,0.0,0.0,0.0,0.002054999815300107,0.0,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_z66VtwJE13KKmco-W8vsYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0005856262287124991,0.0,0.0
twitter_-EeSXHn12H8_5E0QJ8g6Eg,twitter_zOfdbmzmQ1fYGRWTuAFPZg,0.0,0.0,0.0,0.0,0.0,0.0,0.002731499494984746,0.0,0.0
twitter_0XjcIJUg8yWG8VvKvbCykQ,twitter_4UYzH2dOA72aY5tEchbGDg,0.0,0.0010889475233852863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_0XjcIJUg8yWG8VvKvbCykQ,twitter_NUKtxXRjdd2KVaOyFea02Q,0.0,0.0014461539685726164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_0XjcIJUg8yWG8VvKvbCykQ,twitter_mlzZw0iYHR9X3Um-lkfK1A,0.0037093127612024546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_0XjcIJUg8yWG8VvKvbCykQ,twitter_ttV2shkYetHFN2npkvnCEw,0.0,0.0,0.0006142150959931314,0.0,0.0,0.0,0.0,0.0,0.0
twitter_0XjcIJUg8yWG8VvKvbCykQ,twitter_xEHHH8r-dicIwU_4t_zlyg,0.0009424500749446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_0XjcIJUg8yWG8VvKvbCykQ,twitter_zOfdbmzmQ1fYGRWTuAFPZg,0.0003971956321038306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_1uXBmdhAsK_CFyKul0-uMQ,twitter_7qJmYk_w55tVVV6A8p5AKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0001983402762562036,0.0,0.0
twitter_1uXBmdhAsK_CFyKul0-uMQ,twitter_rYfYC5fVjAXW0tDvNB7t1Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0005953953368589282,0.0,0.0
twitter_1uXBmdhAsK_CFyKul0-uMQ,twitter_ttV2shkYetHFN2npkvnCEw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004223654977977277
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_619WoIoR1Ab6kIiftv0n-g,0.0006581055349670353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_DWKVMGIghRWfeKP3ZDuyOg,0.0,0.0,0.0005221186438575387,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_FQcXC4SaV3eoNkIQDprs8Q,0.0,0.0,0.00047651008935645217,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_GwskN-wt5eMNE1BMdHx9hg,0.0,0.0,0.0015937892021611333,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_IdwthJZBvDFusOio9zKh8Q,0.0015373150818049908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_LuBE7N244AUZQl3SJCAnQw,0.0,0.0,0.001442444627173245,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_NUKtxXRjdd2KVaOyFea02Q,0.0,0.00022453536803368482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_YECpIN6Wf31c9_uuBEfhQA,0.0,0.0,0.0001966406562132761,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_kL_r2cBb6xQLM7e0pM48dg,0.0,0.0,0.0019286083988845348,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_lKCLHQDoqH5eOYUm8ZbH-Q,0.002526680706068873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_mlzZw0iYHR9X3Um-lkfK1A,0.003601868404075503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_rYfYC5fVjAXW0tDvNB7t1Q,0.011915010400116444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_re6YNIMX-kH8x7jFv0coeA,0.003819344798102975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_tU6NT22sRhjqJbqHRRqMOg,0.0,0.0,0.0003638698253780603,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_ttV2shkYetHFN2npkvnCEw,0.0,0.0,0.0017811080906540155,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_xEHHH8r-dicIwU_4t_zlyg,0.0002251382975373417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_3uuMoaXNggan6Y9cm5inyQ,twitter_zOfdbmzmQ1fYGRWTuAFPZg,0.0003526622022036463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_4RWgO_8uaG8cI3d9P7GiAw,twitter_FQcXC4SaV3eoNkIQDprs8Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004878081672359258
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_-EeSXHn12H8_5E0QJ8g6Eg,0.0,0.0,0.0,0.0,0.0,0.0014657096471637487,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_7qJmYk_w55tVVV6A8p5AKA,0.0,0.0,0.0,0.0009075687848962843,0.0,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_DWKVMGIghRWfeKP3ZDuyOg,0.0,0.0,0.0,0.0,0.0,0.0004146856663282961,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_FQcXC4SaV3eoNkIQDprs8Q,0.0,0.0,0.0,0.0,0.0,0.0017936701187863946,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_GwskN-wt5eMNE1BMdHx9hg,0.0,0.0,0.0,0.0,0.0,0.0008993670926429332,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_IdwthJZBvDFusOio9zKh8Q,0.0,0.0,0.0,0.0012360234977677464,0.0,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_NUKtxXRjdd2KVaOyFea02Q,0.0,0.0,0.0,0.0,0.0014347454998642204,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_YECpIN6Wf31c9_uuBEfhQA,0.0,0.0,0.0,0.0,0.0,0.000679321528878063,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter__po5lpcKcy8o93rWNj20qQ,0.0,0.0,0.0,0.0,0.0,0.0018566237995401023,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_bi-ts9pxCacRWJ5YElmqUQ,0.0,0.0,0.0,0.003040838288143277,0.0,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_d0VG42GZkTSx73afRcJvFg,0.0,0.0,0.0,0.0,0.0,0.0039588473737239855,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_lKCLHQDoqH5eOYUm8ZbH-Q,0.0,0.0,0.0,0.0016516151372343302,0.0,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_mlzZw0iYHR9X3Um-lkfK1A,0.0,0.0,0.0,0.00580443162471056,0.0,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_r5eOB-3g_2NwtsiZv-GwFw,0.0,0.0,0.0,0.0014589750207960606,0.0,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_rYfYC5fVjAXW0tDvNB7t1Q,0.0,0.0,0.0,0.0016770522342994813,0.0,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_tU6NT22sRhjqJbqHRRqMOg,0.0,0.0,0.0,0.0,0.0,0.0026001024525612593,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_ttV2shkYetHFN2npkvnCEw,0.0,0.0,0.0,0.0,0.0,0.002409273060038686,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_uBDmalTcYEGIM8Ap0JvXDw,0.0,0.0,0.0,0.0014170813374221325,0.0,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_xEHHH8r-dicIwU_4t_zlyg,0.0,0.0,0.0,0.0012910377699881792,0.0,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_z66VtwJE13KKmco-W8vsYA,0.0,0.0,0.0,0.003758895443752408,0.0,0.0,0.0,0.0,0.0
twitter_4UYzH2dOA72aY5tEchbGDg,twitter_zOfdbmzmQ1fYGRWTuAFPZg,0.0,0.0,0.0,0.00028973288135603065,0.0,0.0,0.0,0.0,0.0
twitter_52athsSXGdKVvDR6yRsz4w,twitter_IdwthJZBvDFusOio9zKh8Q,0.0,0.0,0.0,0.0,0.0,0.0,0.000746706675272435,0.0,0.0
twitter_52athsSXGdKVvDR6yRsz4w,twitter_tU6NT22sRhjqJbqHRRqMOg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011538511607795956
twitter_52athsSXGdKVvDR6yRsz4w,twitter_xEHHH8r-dicIwU_4t_zlyg,0.0,0.0,0.0,0.0,0.0,0.0,0.00019319333659950644,0.0,0.0
twitter_52athsSXGdKVvDR6yRsz4w,twitter_z66VtwJE13KKmco-W8vsYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0005225230706855656,0.0,0.0
twitter_52athsSXGdKVvDR6yRsz4w,twitter_zOfdbmzmQ1fYGRWTuAFPZg,0.0,0.0,0.0,0.0,0.0,0.0,0.00017395256145391608,0.0,0.0
twitter_619WoIoR1Ab6kIiftv0n-g,twitter_IdwthJZBvDFusOio9zKh8Q,0.00015119393356144428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_619WoIoR1Ab6kIiftv0n-g,twitter_mlzZw0iYHR9X3Um-lkfK1A,0.0035702169407159094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_619WoIoR1Ab6kIiftv0n-g,twitter_rYfYC5fVjAXW0tDvNB7t1Q,0.0007313492824323473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_619WoIoR1Ab6kIiftv0n-g,twitter_tU6NT22sRhjqJbqHRRqMOg,0.0,0.0,0.0005421671085059644,0.0,0.0,0.0,0.0,0.0,0.0
twitter_619WoIoR1Ab6kIiftv0n-g,twitter_xEHHH8r-dicIwU_4t_zlyg,0.0006192324217408893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_619WoIoR1Ab6kIiftv0n-g,twitter_zOfdbmzmQ1fYGRWTuAFPZg,0.0003166844544466585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitter_6MgSSc8aryYcUlL1xp1DZA,twitter_IdwthJZBvDFusOio9zKh8Q,0.0,0.0,0.0,0.0,0.0,0.0,0.00022128963610157368,0.0,0.0
twitter_6MgSSc8aryYcUlL1xp1DZA,twitter_mlzZw0iYHR9X3Um-lkfK1A,0.0,0.0,0.0,0.0,0.0,0.0,0.00402284786105156,0.0,0.0
twitter_7e8lfd-hCI-syFjwbdp_jA,twitter_dkmbuDByuv1PyA5ZXoDmRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.000723484146874398,0.0,0.0
